TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-20,2026-07-20,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,13950.00,14045.00,13950.00,14026.66,14020.00,14025.25,,14026.66,,,120,1682458.71,40,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,13999.00,14094.99,13999.00,14031.00,14031.00,13999.98,,14016.50,,,288,4039012.52,31,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14290.00,14290.00,14025.00,14050.73,14050.00,14059.82,,14050.73,,,199,2795198.18,49,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14000.00,14100.00,14000.00,14067.31,14085.00,13969.09,,14067.31,,,147,2068070.08,29,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,13994.25,14064.00,13994.25,14035.00,14035.00,13994.25,,14035.00,,,146,2048569.15,47,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14000.00,14268.00,14000.00,14060.50,14061.00,13979.30,,14060.50,,,181,2546130.40,35,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14050.00,14089.99,14006.01,14030.71,14025.00,13999.00,,14027.00,,,158,2217459.36,43,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14200.00,14200.00,14200.00,14200.00,14200.00,14380.00,,14200.00,,,1,14200.00,1,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14098.05,14098.05,14098.05,14098.05,14098.05,14098.00,,14098.05,,,1,14098.05,1,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14230.00,14230.00,14230.00,14230.00,14230.00,13944.00,,14230.00,,,2,28460.00,1,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,13905.01,14000.00,13905.01,13999.90,13999.90,13842.00,,13999.90,,,21,293204.19,6,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14039.99,14039.99,14039.99,14039.99,14039.99,13964.03,,14039.99,,,23,322919.77,3,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,14050.00,14260.00,14001.00,14049.21,14050.00,14006.43,,14040.62,,,308,4320991.89,21,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,13925.00,13925.00,13925.00,13925.00,13925.00,13865.03,,13925.00,,,8,111400.00,1,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,14044.98,14050.00,13831.11,14050.00,14050.00,14044.98,,14050.00,,,9,125638.31,4,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,13979.43,14099.98,13979.43,14046.01,14046.01,13979.43,,14046.01,,,26,363882.74,10,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,14050.00,14050.00,14001.00,14050.00,14050.00,14050.00,,14050.00,,,6,84114.00,4,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,13994.99,13994.99,13965.00,13965.00,13965.00,13994.99,,13982.50,,,2,27959.99,2,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,14125.00,14125.00,13951.01,14015.10,14039.00,14124.70,,14015.10,,,35,491078.10,10,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,13981.81,14298.00,13981.81,14049.99,14049.99,13981.81,,14035.41,,,161,2264742.01,44,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14000.00,14050.00,14000.00,14005.21,14005.21,13958.46,,13995.11,,,83,1165249.83,11,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,13975.00,14050.00,13951.69,14000.71,14000.00,13973.69,,14000.71,,,715,10014917.57,63,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,14000.00,14099.99,14000.00,14099.99,14099.99,14040.00,,14099.99,,,40,563199.68,6,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,14100.37,14110.00,14055.00,14106.60,14100.00,14009.37,,14106.03,,,1158,16309698.64,100,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14029.09,14045.00,14011.00,14041.20,14045.00,13990.00,,14041.20,,,205,2873611.35,25,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14065.00,14065.00,14065.00,14065.00,14065.00,13996.33,,14090.00,,,20,281300.00,1,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,13998.72,14068.71,13998.72,14019.25,14005.01,13998.72,,14018.50,,,362,5071722.33,48,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14001.34,14093.99,14000.00,14010.42,14000.01,13996.91,,14010.42,,,106,1485939.36,42,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14076.30,14178.99,14051.00,14059.99,14051.00,14076.30,,14059.99,,,66,929330.22,30,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14050.00,14098.33,14002.00,14083.33,14090.00,14018.85,,14085.71,,,110,1546362.31,35,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,13982.09,14128.00,13982.09,14029.19,14065.00,13982.09,,14029.19,,,77,1078940.85,35,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14025.00,14139.99,14025.00,14099.69,14099.99,14025.00,,14099.69,,,178,2506556.00,27,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14031.95,14075.00,14025.00,14032.60,14032.03,13991.03,,14030.59,,,100,1403418.18,23,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,14190.00,14191.75,14100.00,14152.34,14150.02,14191.75,,14152.34,,,82,1161008.10,32,F1,1,,,,,
